Time,Acc_1,Acc_2,Acc_3,Gyro_1,Gyro_2,Gyro_3,Acc_global_1,Acc_global_2,Acc_global_3,Pitch,Roll,Yaw,Movement,Swing,SwingFind,StrideLength,Label1,Label2
43.625,-0.8260021,6.266628,7.771482,0.9,1.4,-0.4,-0.00834668529919515,-0.0273658017440037,10.0173858806403,39.045580644481,4.72849198249132,-16.5040506171416,0,0,1,6.93228906049757e-08,3,3
43.63,-0.8632801,6.22935,7.80876,1.2,1.3,-0.6,-0.0574252394140898,-0.068415902886783,10.0259068566025,39.0505454800935,4.73594192562185,-16.502377068333,0,0,1,9.36961067596944e-08,3,3
43.635,-0.9005581,6.192072,7.91667,1.4,1.1,-0.3,-0.114989057789029,-0.153306728086912,10.0890881152497,39.055159212832,4.7421116854709,-16.5002817237043,0,0,1,1.37676079264065e-07,3,3
43.64,-0.8632801,6.303906,7.771482,2.1,1,-0.2,-0.0317570300066007,0.00607866022537262,10.0438722814038,39.0658053881566,4.74713559885089,-16.4979035478502,0,0,1,1.81979644204469e-08,3,3
43.645,-0.8632801,6.303906,7.736166,2.6,1.1,-0.5,-0.0272063730133606,0.0255090640554694,10.0165541414385,39.0791997650011,4.75351243407034,-16.4963503334108,0,0,1,3.05761951488847e-08,3,3
43.65,-0.9005581,6.303906,7.80876,2.9,1.1,-0.3,-0.0709975744926901,-0.0118447659058623,10.0758020788346,39.093390418339,4.75975245085785,-16.4940805186308,0,0,1,3.29980595518925e-08,3,3
43.655,-0.9005581,6.3765,7.736166,2.8,1.1,0,-0.0427206500463546,0.0834745125596008,10.0652982306956,39.1087601419646,4.76504606913289,-16.4905099776588,0,0,1,7.892097295675e-08,3,3
43.66,-0.9378361,6.413778,7.698888,3.2,1.1,-0.1,-0.0637497322295507,0.141078922393592,10.063050925519,39.1268823749513,4.77123341164976,-16.4872621170029,0,0,1,1.11178294948983e-07,3,3
43.665,-0.9005581,6.3765,7.736166,3.7,1,-0.6,-0.0424125301723177,0.0765051109367256,10.0653549200372,39.1464275025682,4.7779944130059,-16.4863490685181,0,0,1,5.35223397486246e-08,3,3
43.67,-0.975114,6.451056,7.698888,4,1,-0.4,-0.089003935152889,0.171049202285015,10.0897308058541,39.1687634350927,4.78525117123767,-16.484553486484,0,0,1,1.13018938933425e-07,3,3
43.675,-0.975114,6.3765,7.736166,3.5,0.9,-0.5,-0.113244988528292,0.090021450154651,10.0716401670055,39.1872005787763,4.79244350148427,-16.4835735854562,0,0,1,5.41381752647789e-08,3,3
43.68,-0.975114,6.451056,7.698888,3.3,0.5,0,-0.0889596627452539,0.164235046082745,10.0898444137022,39.2059313149213,4.79646639218813,-16.4818127086123,0,0,1,8.01973411189578e-08,3,3
43.685,-0.9378361,6.413778,7.736166,3.7,0.7,0,-0.0680767453712938,0.0997164363742065,10.0920647715103,39.2258264384259,4.80065582283231,-16.479490904592,0,0,1,1.17924314622456e-08,3,3
43.69,-0.9005581,6.413778,7.736166,3.7,0.4,0,-0.033027685186292,0.0857324060339177,10.0889730216154,39.2455875416417,4.80308946803042,-16.4781247529481,0,0,1,2.37410151769298e-08,3,3
43.695,-0.9005581,6.413778,7.663572,3.4,0.4,0.2,-0.0251422454141154,0.127833043563994,10.0329913537495,39.2645995158564,4.80496435643703,-16.4759235358144,0,0,1,3.45076529751663e-08,3,3
43.7,-0.8632801,6.451056,7.736166,3.7,0.4,-0.1,0.0114033964951434,0.0955329673973155,10.1094205491927,39.2846542579723,4.80708051460869,-16.4749173501448,0,0,1,5.19542163402183e-08,3,3
43.705,-0.8260021,6.52365,7.771482,4.1,0.2,0.1,0.0613947315267349,0.111884777945314,10.1793876903983,39.307074171711,4.80713989026202,-16.4737397793409,0,0,1,7.99279739966732e-08,3,3
43.71,-0.8632801,6.486372,7.736166,3.4,0,0.2,0.0188357359610952,0.114272935987125,10.1317878750074,39.3258374742985,4.8067174698367,-16.4728210803989,0,0,1,4.17467285493864e-08,3,3
43.715,-0.8260021,6.486372,7.771482,3.1,0,0.3,0.0492360159745767,0.0788287228070192,10.155914312119,39.342755254459,4.80540145015734,-16.4715461820214,0,0,1,6.33894991364686e-08,3,3
43.72,-0.8260021,6.486372,7.771482,3,-0.1,0,0.0482967605711288,0.0761124011953869,10.1559395426132,39.3590065031476,4.80465146319474,-16.4717572905447,0,0,1,5.12702245248122e-08,3,3
43.725,-0.749484,6.52365,7.80876,3.5,-0.1,0,0.125834321124909,0.0551172067088865,10.2018427817481,39.3777580124806,4.80275377691906,-16.471968524335,0,0,1,9.34370225228241e-08,3,3
43.73,-0.7867621,6.486372,7.771482,3.9,-0.3,0.2,0.0830435776647982,0.0585808692344272,10.152714949543,39.3983995278075,4.80004881250492,-16.472051337827,0,0,1,4.82031898150987e-08,3,3
43.735,-0.7867621,6.52365,7.771482,3.6,0,0,0.091973560851197,0.082375356213046,10.176329965445,39.4179202654245,4.799113644096,-16.4719240968589,0,0,1,3.68907415207247e-08,3,3
43.74,-0.8632801,6.52365,7.771482,4.2,0.4,-0.2,0.0181239386934092,0.100055512115655,10.182772448956,39.4404242308992,4.80145198712792,-16.4713021496286,0,0,1,2.38414619190303e-08,3,3
43.745,-0.8260021,6.339222,7.736166,3.9,0,-0.2,0.00725533830224727,-0.0253404138751865,10.0357154522005,39.459532910676,4.80188055359271,-16.4721043753857,0,0,1,8.20816814475593e-08,3,3
43.75,-1.012392,6.22935,7.771482,4.5,0.4,-0.4,-0.204807389459351,-0.0782196337664747,10.0088764145934,39.4800518555365,4.80725026467307,-16.4725419223542,0,0,1,2.03303948152818e-07,3,3
43.755,-1.012392,6.266628,7.953948,4.6,1.3,-0.1,-0.216024881202033,-0.169586352923843,10.1727787038917,39.500126553683,4.81487914662484,-16.4690526993675,0,0,1,2.21390751866868e-07,3,3
43.76,-1.012392,6.22935,7.844076,5.9,1.2,-0.4,-0.213033548334109,-0.132506805616227,10.0646075895531,39.5270754013995,4.82321147998492,-16.4670004390557,0,0,1,1.76935227034478e-07,3,3
43.765,-1.08891,6.0822,7.844076,7.1,0.7,0,-0.326349753530028,-0.223003072039544,9.97758365487896,39.5582432065234,4.82958258491823,-16.4651445537914,0,0,1,2.49489986060057e-07,3,3
43.77,-1.04967,6.266628,7.771482,7.6,1.3,0.6,-0.231273457380704,-0.0613185988313441,10.035492947183,39.5949641064524,4.83567040958794,-16.4588217231696,0,0,1,1.09800042076822e-07,3,3
43.775,-1.012392,6.303906,7.91667,8.4,1.8,0.4,-0.203398455103638,-0.143430686703095,10.1673934227989,39.6347132484473,4.84358899433827,-16.4517582662868,0,0,1,8.91701388670451e-08,3,3
43.78,-0.9005581,6.303906,7.881354,9.1,1.8,0.7,-0.0936021919613285,-0.16036907642115,10.1307204586155,39.6782699980504,4.84893614609146,-16.4435143582146,0,0,1,6.7796795395298e-08,3,3
43.785,-0.9005581,6.303906,7.698888,10.4,2.1,0,-0.0730518544492343,-0.0542944632458386,9.99073709606465,39.7297517103467,4.85782936564085,-16.4368746316823,0,0,1,6.76308169355315e-08,3,3
43.79,-0.9005581,6.451056,7.771482,11.6,3,0.2,-0.042961367940174,-0.00434312143274296,10.1400787147387,39.7883917990824,4.86931073780845,-16.426495521704,0,0,1,1.15738671288996e-07,3,3
43.795,-0.975114,6.451056,7.698888,11.9,3.2,0.2,-0.106378951214354,0.0516644654017662,10.0908801185244,39.8491212808632,4.88268882165992,-16.4154170233903,0,0,1,1.21974712993103e-07,3,3
43.8,-0.9378361,6.52365,7.736166,12,3.3,0,-0.0563613781177231,0.0587906303480255,10.1626363365693,39.9106242841397,4.89639113947078,-16.4047479438319,0,0,1,1.30594509948891e-07,3,3
43.805,-0.9005581,6.52365,7.698888,12.5,3.3,0,-0.0172867134300388,0.0604259159137377,10.1310384723751,39.9748233144248,4.90954048745748,-16.3940481384274,0,0,1,1.27468733750699e-07,3,3
43.81,-0.8632801,6.486372,7.663572,13,3.6,0.3,0.011358357943461,0.0337015802133247,10.0770702708584,40.0414493485373,4.92234259295666,-16.3812345274524,0,0,1,1.106567049351e-07,3,3
43.815,-0.9005581,6.486372,7.590978,13.7,4.1,0.5,-0.0167149629070483,0.0777525162412447,10.0250011853654,40.1123041640748,4.93698819716193,-16.3659769116091,0,0,1,8.49653112035845e-08,3,3
43.82,-0.9378361,6.486372,7.626294,14.4,4.8,-0.1,-0.0568573577395795,0.0523638484826834,10.055194862136,40.1861239465907,4.95669111017524,-16.3507836619092,0,0,1,4.18611616002685e-08,3,3
43.825,-0.975114,6.52365,7.663572,15.5,5.1,-0.6,-0.0869412360275396,0.0512947240776733,10.1108358955845,40.2652277278261,4.97956040324564,-16.3365206598834,0,0,1,3.5890031841562e-08,3,3
43.83,-0.9378361,6.486372,7.698888,15.6,5.6,-0.4,-0.065403326165825,-0.022899217592578,10.1104219862551,40.3440708080102,5.00304916815122,-16.3199235925557,0,0,1,4.1429700027083e-08,3,3
43.835,-0.9378361,6.486372,7.736166,16.5,6,-0.9,-0.0693935909933007,-0.0620786161033311,10.1386465283762,40.4267931680638,5.02954863862293,-16.3039553484935,0,0,1,7.02241177305302e-08,3,3
43.84,-0.975114,6.486372,7.698888,17.8,7,-0.9,-0.0998343553235637,-0.0444276183526027,10.1135950462805,40.5164367723672,5.06034031325046,-16.2846792798712,0,0,1,6.18478249072636e-08,3,3
43.845,-0.975114,6.339222,7.881354,20,8.1,-0.7,-0.159729866829801,-0.284895561988001,10.1560644267353,40.6137887967298,5.09447608103633,-16.261327757062,0,0,1,2.203000946828e-07,3,3
43.85,-1.126188,6.192072,7.953948,22.2,9.3,0,-0.350713635773183,-0.414345487892116,10.128211175404,40.7200703602868,5.1330416352516,-16.2315667226338,0,0,1,3.32274825095026e-07,3,3
43.855,-1.163466,6.413778,7.80876,26.6,10.3,0,-0.309144807184967,-0.177224573280437,10.1656261510477,40.8523035107873,5.17568616558955,-16.1981299015338,0,0,1,1.5959566706838e-07,3,3
43.86,-1.200744,6.413778,8.17173,30.6,11.9,0.8,-0.386725153746946,-0.430517293901875,10.4412932194643,41.0029133074745,5.22100464690384,-16.1565183305001,0,0,1,2.84975452079221e-07,3,3
43.865,-0.712206,5.050188,8.352234,32,13.1,0.5,-0.303426297778675,-1.6740843711807,9.63726221561393,41.1453832419248,5.26652621776012,-16.1133880208061,0,0,1,1.033632513688e-06,3,3
43.87,-0.674928,4.496904,7.80876,40.5,16,0.9,-0.350886683825107,-1.75135799904704,8.85799242618146,41.3301451001524,5.32181760060899,-16.0591454055295,0,0,1,9.57909953104034e-07,3,3
43.875,-0.712206,5.897772,8.17173,57.7,19.3,2.2,-0.0574778293356805,-1.0419577551882,10.0488379168369,41.6137348173886,5.38418423172865,-15.9877687232356,0,0,1,3.58765852561299e-07,3,3
43.88,-0.7867621,6.967062,8.571979,67.9,21.8,3.6,0.104068849125823,-0.601467934522782,11.0573585222082,41.956896373752,5.45130366595451,-15.9017547157801,0,0,1,2.29492738314528e-07,3,3
43.885,-0.975114,6.708078,8.244325,69.5,25.1,4.2,-0.110209488477142,-0.58062644871251,10.6568653584631,42.3089863041687,5.52984066114318,-15.802007985275,1,0,1,8.32992852149215e-08,3,3
43.89,-1.012392,6.154794,8.17173,71.9,27.4,4.9,-0.285200021450617,-0.97232038410426,10.2301931533779,42.6703304600953,5.61440888021096,-15.6917478503304,1,0,1,2.03218283257948e-07,3,3
43.895,-1.04967,6.007644,8.27964,78.1,28.2,5.7,-0.374510098790434,-1.20762572567274,10.2052640515491,43.0612321929716,5.69867621395049,-15.5754683027176,1,0,1,9.95466763795924e-07,3,3
43.9,-1.200744,6.044922,8.499384,85.8,28.2,6.2,-0.538965316165267,-1.36977363576458,10.3949811492764,43.4895340451032,5.78140074953725,-15.4569098694677,1,0,1,3.59205645352349e-06,3,3
43.905,-1.426374,6.154794,8.752482,93.9,25.7,7.9,-0.764303732538792,-1.49577780754255,10.6630418589405,43.9571149160112,5.84981414969347,-15.3403464385534,1,0,1,8.55718843997086e-06,3,3
43.91,-1.312578,6.007644,8.462107,99,22.4,10.2,-0.673928864428047,-1.51333809885381,10.328481495385,44.4496551433498,5.89672084031604,-15.2265527671898,1,0,1,1.63492941835629e-05,3,3
43.915,-1.08891,6.266628,7.989264,103.6,21,12.3,-0.356492991297092,-1.15981031389718,10.1396471103838,44.9690380546575,5.92843625782982,-15.1094604799449,1,0,1,2.67871558631433e-05,3,3
43.92,-0.8632801,6.635484,7.989264,109.9,21,15.1,-0.0672050211818692,-1.07057831193529,10.3659338831654,45.5226573394267,5.94690113085084,-14.9819989824625,1,0,1,3.90341703386856e-05,3,3
43.925,-0.9378361,6.782634,8.134453,114.1,23.8,15.6,-0.139335195681511,-1.16084369521876,10.5681603771017,46.0978476988055,5.97252488213546,-14.8425715513703,1,0,1,5.25352916491353e-05,3,3
43.93,-1.012392,7.039656,7.881354,116.6,25,18.5,-0.14065870410208,-0.899466466337406,10.5767958398662,46.6881771650757,5.9908551622812,-14.6883396712268,1,0,1,6.71402226280178e-05,3,3
43.935,-1.126188,7.076934,7.771482,118,25,19.3,-0.251803251728482,-0.874273728436552,10.5318311464914,47.2857825831498,6.00579058713361,-14.5311777589468,1,0,1,8.25940732602633e-05,3,3
43.94,-1.200744,7.186806,7.518384,117.6,25.4,19.5,-0.290751842875784,-0.707133897604833,10.4419102478115,47.883093576531,6.02050484458332,-14.3715562288977,1,0,1,9.86328245999244e-05,3,3
43.945,-1.238022,7.261362,7.481106,118.1,25.8,19.1,-0.327204237482376,-0.730375142029211,10.4683577073791,48.4826906116775,6.03668449786253,-14.2116695723963,1,0,1,0.00011507187088055,3,3
43.95,-1.126188,7.44579,7.228008,118,27,19.2,-0.168552431855319,-0.561293749542197,10.421551093189,49.0843355899827,6.05368393886902,-14.046555042746,1,0,1,0.000131689433357471,3,3
43.955,-0.712206,7.630219,7.118136,118,27.2,18.9,0.263980892180474,-0.571194599891583,10.4402773098472,49.6865361834714,6.06625476512738,-13.8814336640728,1,0,1,0.000148092514044314,3,3
43.96,-0.523854,7.814646,6.972948,117.1,28.7,17.7,0.48386216208231,-0.499603030200442,10.4633356607564,50.2858126956755,6.08443899672553,-13.7141050661753,1,0,1,0.000163830062299062,3,3
43.965,-0.337464,7.667496,6.82776,115.6,31,15.1,0.628736176762146,-0.623392214734104,10.2341954469099,50.8767055429473,6.11625494052418,-13.5460024846535,1,0,1,0.000178693052408385,3,3
43.97,-0.374742,7.851924,6.572701,112.9,33.5,15.6,0.647519179066701,-0.409133572168789,10.2179679553523,51.4577635599233,6.15258743584577,-13.3658721254547,1,0,1,0.00019262822230267,3,3
43.975,-0.674928,7.851924,6.82776,111.3,34.4,16.3,0.311878569382056,-0.639306903374318,10.4029112927974,52.0283112954104,6.19020106311029,-13.1799123960918,1,0,1,0.000205754225621948,3,3
43.98,-0.9005581,7.59294,6.790483,105.1,34.1,14.7,0.0277033376131337,-0.803219873336195,10.1945314982369,52.5645219829864,6.23395020894816,-12.9999621554527,1,0,1,0.000218680581526882,3,3
43.985,-0.975114,7.74009,7.518384,101.1,33.8,14.2,-0.105788039096099,-1.37140096992526,10.7468137958664,53.0767075174257,6.27761136124358,-12.8227350655253,1,0,1,0.000232483907558609,3,3
43.99,-1.426374,7.59294,8.061858,94.7,32.3,13.3,-0.644872469891921,-1.87864376889831,10.9879785279546,53.553389253175,6.32244112269363,-12.6541683193342,1,0,1,0.000248663586374133,3,3
43.995,-1.763838,7.15149,8.27964,83.8,28.7,12.1,-1.09760784038024,-2.30621205553501,10.7835066292735,53.9694584693915,6.36296454533724,-12.5039136264686,1,0,1,0.000268831019025718,3,3
44,-1.989468,6.560928,8.862354,72.7,26,10.6,-1.51010793710564,-3.12139175875388,10.6546499272476,54.3219533039025,6.4023608396784,-12.3695731526865,1,0,1,0.000294640503856704,3,3
44.005,-2.252376,6.119478,9.696204,62,23.3,10.2,-1.95123804384027,-4.04021285102534,10.7892043665035,54.6185663097522,6.43507618840291,-12.2474032685164,1,0,1,0.000328322702671535,3,3
44.01,-2.252376,5.603472,10.82239,50.4,18.7,7.9,-2.18214704287689,-5.28281275271405,10.9966515410504,54.8547344297266,6.46166081620746,-12.1506605012126,1,0,1,0.000372873109977474,3,3
44.015,-1.914912,5.419044,11.00486,30.1,13.5,4.2,-1.90876378495871,-5.62863585501818,10.9002270015864,54.9846200440145,6.48652455075387,-12.086106457746,1,0,1,0.000431232747584294,3,3
44.02,-1.875672,4.569498,11.69548,14.8,11.2,2.4,-2.11642358918198,-6.67091714726627,10.5925599105898,55.0339107366493,6.51176743540331,-12.036483285672,1,0,1,0.000505749725102033,3,3
44.025,-2.215098,3.721914,11.4777,-1.5,8.6,0.4,-2.59074862347738,-6.87826263384302,9.8221395313256,54.9969947355283,6.53983970256404,-12.0036852271764,1,1,1,0.000598565695899575,3,3
44.03,-2.478006,3.612042,11.7308,-15.6,7.2,-1.6,-2.88261358892926,-7.07419736377729,9.92196050894465,54.8877121367995,6.57315544758376,-11.982546363261,1,1,1,0.000711180352600847,3,3
44.035,-2.701674,3.390336,12.05845,-27.4,6.2,-3.7,-3.16454934482283,-7.38963336638493,9.97890691169265,54.7182774065696,6.61285791268685,-11.9716981810401,1,1,1,0.000844557826377688,3,3
44.04,-2.852748,3.464892,10.93226,-46.4,2.8,-4.3,-3.16087896546592,-6.36329940890751,9.44326327225078,54.4541032327061,6.64669180051109,-11.9764547168236,1,1,1,0.000998788565974226,1,3
44.045,-2.964582,4.38507,10.56929,-53.7,2,-4.6,-3.01760454248813,-5.49318656850204,10.0222971714361,54.1575307163403,6.67943883744499,-11.9849743177495,1,1,1,0.00117208798302899,1,3
44.05,-3.45312,5.528916,12.23896,-59.2,1.6,-5.4,-3.39438475386573,-6.04562387690726,12.0088998593853,53.840119139385,6.71227486373784,-11.9968053765836,1,1,1,0.00136295208628727,1,3
44.055,-3.716028,5.344488,12.09377,-76.2,-2.8,-6.7,-3.65092858941472,-5.89820867970454,11.8538408837592,53.4352000069021,6.73816837930769,-12.0305279759527,1,1,1,0.00157169979032897,1,3
