Time,Acc_1,Acc_2,Acc_3,Gyro_1,Gyro_2,Gyro_3,Acc_global_1,Acc_global_2,Acc_global_3,Pitch,Roll,Yaw,Movement,Swing,SwingFind,StrideLength,Label1,Label2
0,0.8260021,9.711901,-0.877014,0.2,0.5,-0.2,0.538357516928713,6.32885168537412,7.44501588901629,54.5750174655728,-3.96289505420586,-2.04457543903835,0,0,1,4.2874027912975e-06,0,0
0.005,0.8260021,9.749179,-1.024164,0,0.9,-0.4,0.344688841254707,4.0736846004973,8.94784699916841,71.3581138938455,-4.59566047276581,-3.30277425950019,0,0,1,2.28318482195471e-06,0,0
0.01,0.8260021,9.749179,-0.914292,0.4,0,-0.2,0.234138042900436,2.76597768803316,9.42651830267565,78.8915049766695,-4.75585515918246,-3.91784592955756,0,0,1,1.09071599443945e-06,0,0
0.015,0.8260021,9.749179,-0.95157,0.6,0.6,-0.3,0.177713176355075,2.09754292675567,9.60223868717668,83.1656520792962,-4.80951434642551,-4.27140219332758,0,0,1,4.29727634458168e-07,0,0
0.02,0.788724,9.674623,-0.95157,0.9,0.6,-0.2,0.115837574280759,1.65559840939338,9.61100810364885,85.7879181627608,-4.79105134327602,-4.48762151339501,0,0,1,3.33223497266196e-08,0,0
0.025,0.8260021,9.711901,-0.95157,0.2,0.9,0,0.122823095272821,1.35646451774841,9.69812891578899,87.5731673555582,-4.80984360665546,-4.63247228247451,0,0,1,3.54251510513994e-07,0,0
0.03,0.788724,9.711901,-0.877014,0.6,0.7,-0.2,0.0668832097275135,1.07963483510692,9.72328007399011,88.7925476740969,-4.78467634432263,-4.73074761577314,0,0,1,6.4589577638111e-07,0,0
0.035,0.788724,9.749179,-0.986886,0.7,0.4,-0.2,0.0627329713030785,1.01966758039604,9.77746712083522,89.7975013292318,-4.76185667166616,-4.81210284401011,0,0,1,7.67498025657981e-07,0,0
0.04,0.8260021,9.674623,-0.95157,0.9,0.4,-0.3,0.0897517830985783,0.85317002256538,9.7185462213368,90.5556067484337,-4.77561085365652,-4.87275629299582,0,0,1,9.54575246809066e-07,0,0
0.045,0.8260021,9.711901,-0.914292,0.7,0.2,-0.3,0.0737988315030429,0.719076361328806,9.76302787475875,91.1290005895692,-4.78368085334274,-4.91922402226116,0,0,1,1.10992556728058e-06,0,0
0.05,0.8632801,9.711901,-0.914292,0.2,0.6,0.1,0.0986474323840634,0.638042839371934,9.7716617545498,91.5916681451887,-4.81524335402986,-4.95487442369965,0,0,1,7.41491130801233e-07,0,0
0.055,0.8260021,9.674623,-0.914292,-0.2,0.7,0,0.0582966169170048,0.577692359276193,9.73547187172185,91.9735558675856,-4.82063837610504,-4.98354726741441,0,0,1,5.25382259866651e-07,0,0
0.06,0.9005581,9.711901,-0.986886,-0.1,0.5,-0.2,0.122653398496337,0.582534291271354,9.78527362139674,92.3312440342465,-4.86290327896388,-5.01125323235013,0,0,1,3.57000355757102e-07,0,0
0.065,0.8632801,9.711901,-0.95157,-0.1,0.1,0,0.0754554753133728,0.502523241240306,9.7833294891369,92.6165983236743,-4.88042881427799,-5.03503149835112,0,0,1,2.97103706874539e-07,0,0
0.07,0.8260021,9.674623,-0.914292,-0.4,0.4,-0.3,0.035695705540256,0.431772899551812,9.74314310181351,92.8434295107555,-4.87776053398945,-5.05243271003311,0,0,1,2.60407940113143e-07,0,0
0.075,0.8632801,9.674623,-0.986886,-0.1,0.3,-0.5,0.0730470361535412,0.462027267405248,9.75185734282779,93.0738966322652,-4.89113102099972,-5.07047763094769,0,0,1,1.68451895055817e-07,0,0
0.08,0.8632801,9.749179,-0.914292,-0.6,0,-0.4,0.0562348849298377,0.358500456281578,9.82323717655865,93.2385219722823,-4.90033687680205,-5.084673531533,0,0,1,1.92495318173417e-07,0,0
0.085,0.9005581,9.674623,-0.914292,-0.5,0.3,0,0.0930057593616141,0.33431066341969,9.75319697606472,93.3862267021869,-4.92806563484921,-5.09604866747607,0,0,1,1.59157541639176e-07,0,0
0.09,0.8632801,9.749179,-0.914292,-0.1,0.2,-0.1,0.0460694575610021,0.311808617915776,9.82488303020624,93.5160529399801,-4.93512645501468,-5.10622786408131,0,0,1,1.36550028235364e-07,0,0
0.095,0.9005581,9.711901,-0.914292,-0.5,-0.2,-0.7,0.0816102497938334,0.291256955451511,9.79165281959947,93.6311294718985,-4.95335599788272,-5.11713834314421,0,0,1,1.18477489491244e-07,0,0
0.1,0.9005581,9.749179,-0.914292,-1.1,0.2,-0.7,0.0741177168533969,0.272622507585328,9.82922222046012,93.7298295726724,-4.96841573348813,-5.12493108592052,0,0,1,1.04928555334758e-07,0,0
0.105,0.8632801,9.711901,-0.877014,-0.8,0,-0.3,0.0355793842566678,0.22771999505135,9.78684345600372,93.8085254429183,-4.97232183861123,-5.13199766684235,0,0,1,1.15160049210138e-07,0,0
0.11,0.8632801,9.749179,-0.877014,-0.5,0.2,-0.9,0.0311163925760236,0.213425053866148,9.82417318545374,93.8797186548794,-4.97195900583195,-5.13709020651192,0,0,1,9.78400955083173e-08,0,0
0.115,0.8632801,9.786456,-0.877014,-0.7,0.6,-0.4,0.0265454325416786,0.200565303202054,9.86144999613904,93.9420961386167,-4.97293156871605,-5.1396825989372,0,0,1,8.51533298284958e-08,0,0
0.12,0.9005581,9.711901,-0.877014,-0.4,0.2,-0.3,0.0670600154640661,0.191732508883111,9.79080798917209,94.0025670650987,-4.98720231828304,-5.14400829676225,0,0,1,7.12921510006484e-08,0,0
0.125,0.9005581,9.749179,-0.8416981,-0.1,0.2,-0.6,0.0581434048975077,0.146751400376266,9.82552976322471,94.0480408462002,-4.99784976776371,-5.14680566098733,0,0,1,8.10934133496999e-08,0,0
0.13,0.9005581,9.711901,-0.8416981,-0.2,0,-0.6,0.0591670687730086,0.142092274639442,9.78860514375162,94.0902299812492,-5.00839427465882,-5.15036011742607,0,0,1,6.83674451484872e-08,0,0
0.135,0.9005581,9.749179,-0.8416981,-0.2,0,-0.9,0.0538750397924229,0.133398471918282,9.82574445448473,94.1281322235719,-5.01564440323703,-5.15343757626309,0,0,1,5.98055329111281e-08,0,0
0.14,0.9005581,9.749179,-0.8416981,-0.4,0.7,-0.9,0.0521918407252951,0.127774704132543,9.82582828029301,94.1618186858398,-5.02242459451459,-5.15275819176496,0,0,1,5.02365351702364e-08,0,0
0.145,0.9005581,9.786456,-0.8416981,0,0.3,-0.7,0.0471597598275184,0.119941566804586,9.86293929822954,94.1941797497993,-5.02852139674389,-5.15384870065425,0,0,1,4.33179190702374e-08,0,0
0.15,0.9005581,9.749179,-0.877014,0,0.5,-0.7,0.0518863943715131,0.150874383048447,9.82859065910935,94.2334890807427,-5.03490949029586,-5.1545565913459,0,0,1,1.12463885444352e-08,0,0
0.155,0.9005581,9.749179,-0.877014,0,0.7,-0.5,0.0501442154213832,0.144779345409164,9.82869137375446,94.2699434857075,-5.04177580510805,-5.15409659257145,0,0,1,9.27084965822773e-09,0,0
0.16,0.8632801,9.711901,-0.8416981,0.1,0.7,-0.8,0.0137888501030282,0.110861477596198,9.78581876271979,94.297008197164,-5.03895441465448,-5.15265616660878,0,0,1,3.72537248240212e-08,0,0
0.165,0.9005581,9.786456,-0.877014,0.4,0.9,-0.8,0.0454847058788527,0.132083634435118,9.86586866639999,94.3299502174347,-5.04300725551312,-5.15060540065746,0,0,1,6.81370858264535e-09,0,0
0.17,0.8260021,9.711901,-0.8416981,0.2,1.1,-0.8,-0.0229244394966584,0.104509160288853,9.7826534488368,94.3535566436363,-5.03216545874254,-5.14682576922959,0,0,1,5.19106346079407e-08,0,0
0.175,0.8260021,9.749179,-0.914292,0.4,0.7,-0.3,-0.0195097293622385,0.167536132781474,9.82528633268172,94.391450576346,-5.0234082361953,-5.14638116630569,0,0,1,4.70582479826486e-08,0,0
0.18,0.9005581,9.749179,-0.8416981,0.1,1.1,-0.2,0.0468348167306457,0.0856142615321573,9.82631306519512,94.4105532066812,-5.03111693372442,-5.14247218142831,0,0,1,3.35209315827453e-08,0,0
0.185,0.8260021,9.786456,-0.877014,0,0.9,-0.7,-0.0262525602803076,0.120540881931429,9.85956057662807,94.4345090331526,-5.02035243281964,-5.13983258433164,0,0,1,3.78601329396792e-08,0,0
0.19,0.8632801,9.749179,-0.95157,0.2,0.6,-0.4,0.019975644166428,0.187247068088704,9.83167171335218,94.4733295819499,-5.01922035357034,-5.14000768568094,0,0,1,4.1139398089703e-08,0,0
0.195,0.8260021,9.711901,-0.877014,0,0.5,0.1,-0.0191378662357961,0.115261839684108,9.78564267228218,94.4955309557467,-5.01411125788886,-5.1395052412224,0,0,1,2.78400169476337e-08,0,0
0.2,0.8632801,9.637344,-0.877014,0.6,0.4,-0.1,0.0240876592669085,0.113104759833691,9.71490774838146,94.5199268917851,-5.01636435126518,-5.13935036195968,0,0,1,1.48360378244568e-08,0,0
0.205,0.8632801,9.711901,-0.914292,0.4,0.1,-0.2,0.0196829828521211,0.140182042201182,9.79194388266964,94.5476089505515,-5.01668425756271,-5.14102080935429,0,0,1,1.27221294352247e-08,0,0
0.21,0.8260021,9.674623,-0.914292,0.4,0.4,-0.1,-0.0133724231682556,0.141564099648062,9.75173422046494,94.5743870549685,-5.01172040099361,-5.14116083705107,0,0,1,1.62994698021042e-08,0,0
0.215,0.8260021,9.711901,-0.914292,0.2,0.7,0,-0.0164520238866069,0.134792062351891,9.78880946770885,94.5981595125412,-5.00707193327206,-5.13967384037103,0,0,1,1.21404140212753e-08,0,0
0.22,0.8260021,9.674623,-0.95157,0.2,0.1,0,-0.00962981764927773,0.169447598248523,9.75485980956637,94.627751046022,-5.00290318542829,-5.14167175605008,0,0,1,2.51435261953929e-08,0,0
0.225,0.8632801,9.711901,-0.914292,0,0.2,-0.3,0.0204522767494048,0.122901176484665,9.79217444857451,94.6483042377282,-5.00303801840878,-5.14235038959756,0,0,1,1.41114026513465e-08,0,0
0.23,0.8632801,9.674623,-0.914292,0,0.3,-0.1,0.0233656535619678,0.122250937137216,9.75520483326987,94.6683961274165,-5.00466480725312,-5.14257305917833,0,0,1,1.91883607299617e-08,0,0
0.235,0.8632801,9.711901,-0.914292,0.1,0.3,-0.1,0.0193946556671228,0.116298042850521,9.79225724941301,94.6874916327598,-5.00570003283808,-5.14266551533106,0,0,1,1.77161960890157e-08,0,0
0.24,0.8632801,9.711901,-0.914292,0.2,0,0.1,0.0187950083950536,0.113129491048036,9.79229553741285,94.7063430683283,-5.00753189167929,-5.14426421015986,0,0,1,1.48933847449278e-08,0,0
0.245,0.8632801,9.786456,-0.877014,0.2,0.2,-0.5,0.00888793351855266,0.0686152132362299,9.86328241937431,94.7177366288275,-5.00553094470455,-5.14397384483925,0,0,1,4.17127007486878e-08,0,0
0.25,0.8632801,9.786456,-0.914292,0,0.1,-0.2,0.0118038029980113,0.102912892716437,9.86636574626156,94.7336552883899,-5.0049639696844,-5.1447842283848,0,0,1,1.54484255184598e-08,0,0
0.255,0.8632801,9.749179,-0.877014,-0.2,-0.5,-0.3,0.0122318005921637,0.0670298682125026,9.82630422087138,94.7431679486054,-5.00419601132561,-5.14805982412539,0,0,1,3.68161990801646e-08,0,0
0.26,0.9378361,9.749179,-0.95157,-0.2,0.1,-0.4,0.0903826484071092,0.131224377541573,9.83901033280329,94.7627712168994,-5.01384627842364,-5.149197284402,0,0,1,5.57132388839301e-08,0,0
0.265,0.9005581,9.711901,-0.877014,-0.4,0.3,-0.6,0.0500471144535442,0.0620723768596241,9.79259014703661,94.7703531042051,-5.0174560519015,-5.14829758564725,0,0,1,3.91196358123143e-08,0,0
0.27,0.9005581,9.711901,-0.914292,-0.5,0.1,-0.8,0.0525313980121977,0.0970896144891631,9.79570160047364,94.7823924632935,-5.0197707635855,-5.14874133534879,0,0,1,1.64892180611392e-08,0,0
0.275,0.9005581,9.711901,-0.95157,-0.2,0.3,-1,0.0551071074332469,0.131078519103225,9.79884141206075,94.8003930379796,-5.02099060591423,-5.14849901522178,0,0,1,2.73450238907755e-08,0,0
0.28,0.9378361,9.674623,-0.95157,0,0.8,-0.6,0.0938349777996481,0.127570053877531,9.7651560707337,94.8189150150493,-5.02973077328717,-5.14590031526487,0,0,1,4.39176393274199e-08,0,0
0.285,0.8632801,9.711901,-0.914292,0,0.4,-0.3,0.0132006524297826,0.0922482871038808,9.79252364931649,94.8314493655994,-5.02906804751242,-5.14488823597877,0,0,1,2.12783767385062e-08,0,0
0.29,0.9005581,9.674623,-0.914292,-0.2,0.3,-0.5,0.0529156251975879,0.0898572790585144,9.75881091890189,94.8430069621379,-5.03270036186538,-5.14429054517231,0,0,1,8.49867195058965e-09,0,0
0.295,0.8632801,9.749179,-0.914292,-0.1,0.4,0,0.00865946837972431,0.0856921107050885,9.82956028732371,94.853669359542,-5.03299290982406,-5.14328462634493,0,0,1,2.82883301593229e-08,0,0
0.3,0.8632801,9.749179,-0.914292,0.1,0.7,-0.5,0.00882966914097699,0.0837642704295307,9.82957675336549,94.8648158365858,-5.03096539405547,-5.14053351379303,0,0,1,2.79627120552809e-08,0,0
0.305,0.9005581,9.711901,-0.877014,-0.1,0.4,-0.7,0.0458592762046532,0.0453512089048491,9.79270236840217,94.870454577521,-5.03298121828363,-5.13879100173562,0,0,1,3.69451269859855e-08,0,0
