Time,Acc_1,Acc_2,Acc_3,Gyro_1,Gyro_2,Gyro_3,Acc_global_1,Acc_global_2,Acc_global_3,Pitch,Roll,Yaw,Movement,Swing,SwingFind,StrideLength,Label1,Label2
0,-1.34397,5.740812,7.951986,0,0.7,-0.5,-0.652445832467304,2.78849985956627,9.47606680502702,19.2583140390337,4.41704393033428,0.747852912862638,0,0,1,1.93307284777301e-06,0,0
0.005,-1.34397,5.740812,7.989264,0.2,0.3,-0.4,-0.41102956696691,1.75776245510138,9.76385389528413,25.3553484231059,5.72716454316334,1.28606161230445,0,0,1,1.00371050340905e-06,0,0
0.01,-1.381248,5.740812,7.989264,0.2,0.3,-0.1,-0.320249443437633,1.25624730748052,9.84948682495539,28.3137764086414,6.40022073466712,1.59877015110172,0,0,1,5.25026938817289e-07,0,0
0.015,-1.381248,5.705496,7.91667,0.1,0.4,-0.1,-0.25230546046313,0.965707849961199,9.80499591206258,30.0567370718733,6.80002389042112,1.79959898908233,0,0,1,2.26648090833873e-07,0,0
0.02,-1.418526,5.705496,7.91667,0.1,0.4,-0.3,-0.231924737683861,0.774352941728802,9.82777456728013,31.185174756517,7.09847091221223,1.93580294285778,0,0,1,3.70510091034555e-08,0,0
0.025,-1.418526,5.740812,7.989264,0,0.7,-0.4,-0.183483692655564,0.636926914592458,9.91756701685011,31.9520695536827,7.29342254657757,2.03199535052095,0,0,1,1.36735560801398e-07,0,0
0.03,-1.381248,5.77809,7.951986,0,0.2,-0.8,-0.126944661958295,0.58627295561554,9.90799780501157,32.558684685918,7.40415825672746,2.10676210756608,0,0,1,2.2815058592933e-07,0,0
0.035,-1.418526,5.77809,7.91667,0.3,-0.2,0,-0.14596611582619,0.522661312758384,9.88826187936244,33.0373345531012,7.51662419271711,2.16817889847955,0,0,1,3.11462775690685e-07,0,0
0.04,-1.34397,5.740812,8.02458,0,0.1,0,-0.0523638368289437,0.383800914124529,9.95022697447419,33.3406915842536,7.54642620402338,2.20821184898011,0,0,1,4.59108131925194e-07,0,0
0.045,-1.381248,5.815368,7.951986,-0.2,0,-0.3,-0.0852540120667584,0.431854215860693,9.93814198161779,33.6484142426051,7.59541921309517,2.24764718252128,0,0,1,4.50392216512792e-07,0,0
